id,sentence,aspects_str
1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?","[{'type': 'term', 'term': 'atmosphere', 'polarity': 'negative'}, {'type': 'term', 'term': 'bagel', 'polarity': 'neutral'}, {'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
509,Service was very good and warm.,"[{'type': 'term', 'term': 'Service', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2318,For dinner I had the chicken tikka-masala and some garlic naan.,"[{'type': 'term', 'term': 'chicken tikka-masala', 'polarity': 'neutral'}, {'type': 'term', 'term': 'garlic naan', 'polarity': 'neutral'}, {'type': 'term', 'term': 'dinner', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
2676,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,"[{'type': 'term', 'term': 'dinner', 'polarity': 'positive'}, {'type': 'term', 'term': 'setting', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
1965,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.","[{'type': 'category', 'category': 'ambience', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
597,"Seriously, this place kicks ass.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,"[{'type': 'term', 'term': 'Food', 'polarity': 'positive'}, {'type': 'term', 'term': 'view', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
1745,"Also, because it is so thin, it gets cold very quickly and its not that filling.","[{'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
3527,The food is nothing like its menu description.,"[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'term', 'term': 'menu description', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
1387,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,"[{'type': 'term', 'term': 'Pad Se-Ew', 'polarity': 'positive'}, {'type': 'term', 'term': 'Chicken with Cashew Nuts', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3629,It's just O.K. pizza.,"[{'type': 'term', 'term': 'pizza', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
2168,I loved it and would HIGHLY RECOMMEND.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3023,I've been here twice now.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
594,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.","[{'type': 'term', 'term': 'food', 'polarity': 'neutral'}, {'type': 'term', 'term': 'ambience', 'polarity': 'conflict'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}, {'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
1587,THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2620,"The service was a bit slow, but they were very friendly.","[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'conflict'}]"
3106,"However, I do not understand the extraordinary hype about this restaurant.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
262,It's a small cute restaurant.,"[{'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
606,I will be returning.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2871,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.","[{'type': 'term', 'term': 'specials', 'polarity': 'positive'}, {'type': 'term', 'term': 'atmosphere', 'polarity': 'positive'}, {'type': 'term', 'term': 'French bistro fare', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}]"
46,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,"[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
656,Thius is a must for anyone who loves Shabu-Shabu.,"[{'type': 'term', 'term': 'Shabu-Shabu', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1301,The food was absolutely horrible!,"[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
1559,Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,"[{'type': 'term', 'term': 'Food', 'polarity': 'conflict'}, {'type': 'category', 'category': 'food', 'polarity': 'conflict'}]"
3648,Restaurant was dirty and unkempt.,"[{'type': 'category', 'category': 'ambience', 'polarity': 'negative'}]"
3705,Nice place though.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1051,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3539,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.","[{'type': 'term', 'term': 'dinner special', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1648,It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!,"[{'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
3134,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'term', 'term': 'people with carts of food', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2643,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.","[{'type': 'term', 'term': 'crackling calamari salad', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1655,"Not the greatest sushi place, but excellent for a $19.95 all you can eat.","[{'type': 'term', 'term': 'sushi place', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
1935,"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.","[{'type': 'term', 'term': 'group dinner', 'polarity': 'neutral'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1254,The Thai ice tea was amazingly smooth and yummy!,"[{'type': 'term', 'term': 'Thai ice tea', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
3021,We've never had any problems with the staff but maybe we've been lucky?,"[{'type': 'term', 'term': 'staff', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
1665,Drinks way over priced.,"[{'type': 'term', 'term': 'Drinks', 'polarity': 'negative'}, {'type': 'term', 'term': 'priced', 'polarity': 'negative'}, {'type': 'category', 'category': 'price', 'polarity': 'negative'}]"
2432,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,"[{'type': 'term', 'term': 'noise level', 'polarity': 'negative'}, {'type': 'term', 'term': 'guy', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
2230,What I didn't like was how the food came right after it was ordered.,"[{'type': 'term', 'term': 'food', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'negative'}]"
2381,"But WARNING: to all those that use this site be weary, be very weary of recommendations.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'negative'}]"
574,Moderate prices.,"[{'type': 'term', 'term': 'prices', 'polarity': 'neutral'}, {'type': 'category', 'category': 'price', 'polarity': 'neutral'}]"
625,We had a great time at the Jekyll and hyde Pub last night.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1484,Try it side by side and there's no comparison.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3229,I think I've had some the best meals of my life at minnow.,"[{'type': 'term', 'term': 'meals', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
1852,My biggest complaint was the un-tasty food although presented well.,"[{'type': 'term', 'term': 'food', 'polarity': 'conflict'}, {'type': 'category', 'category': 'food', 'polarity': 'conflict'}]"
3053,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.","[{'type': 'category', 'category': 'ambience', 'polarity': 'neutral'}]"
3630,So sorry I can't rate this better.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2070,"Most importantly, food is excellent.","[{'type': 'term', 'term': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}]"
2788,Buon appetito!,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
2671,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.","[{'type': 'term', 'term': 'roofdeck', 'polarity': 'positive'}, {'type': 'term', 'term': 'music', 'polarity': 'negative'}, {'type': 'category', 'category': 'ambience', 'polarity': 'conflict'}]"
3618,"If we were to move from the upper east side, we would genuinely miss this restaurant.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
335,"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.","[{'type': 'term', 'term': 'manager', 'polarity': 'positive'}, {'type': 'category', 'category': 'service', 'polarity': 'positive'}]"
2416,"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
1845,"However, service was as plain as sesame crusted Salmon I had.","[{'type': 'term', 'term': 'service', 'polarity': 'neutral'}, {'type': 'term', 'term': 'sesame crusted Salmon', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'neutral'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}]"
3622,I would highly recommend it.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
149,It's great to go for a quick lunch either alone or with a friend.,"[{'type': 'term', 'term': 'lunch', 'polarity': 'positive'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
3571,The food was mediocre at best but it was the horrible service that made me vow never to go back.,"[{'type': 'term', 'term': 'food', 'polarity': 'neutral'}, {'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'category', 'category': 'food', 'polarity': 'neutral'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
1765,LLOOVVE THIS PLACE.,"[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
877,So some of the reviews here are accurate about the crowd and noise.,"[{'type': 'term', 'term': 'crowd', 'polarity': 'negative'}, {'type': 'term', 'term': 'noise', 'polarity': 'negative'}, {'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
2415,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.","[{'type': 'term', 'term': 'eats', 'polarity': 'positive'}, {'type': 'term', 'term': 'drinks', 'polarity': 'positive'}, {'type': 'term', 'term': 'setting', 'polarity': 'positive'}, {'type': 'category', 'category': 'food', 'polarity': 'positive'}, {'type': 'category', 'category': 'ambience', 'polarity': 'positive'}, {'type': 'category', 'category': 'price', 'polarity': 'positive'}]"
3453,"Finally, after all the raving I went to check it out with one of my enthusiastic friends this last Saturday night and let me tell you its all its cracked up to be.","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'positive'}]"
1243,"Place should also have a 1,2,3 chili rating to be more authentic...","[{'type': 'category', 'category': 'anecdotes/miscellaneous', 'polarity': 'neutral'}]"
8,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.","[{'type': 'term', 'term': 'service', 'polarity': 'negative'}, {'type': 'term', 'term': 'served', 'polarity': 'negative'}, {'type': 'category', 'category': 'service', 'polarity': 'negative'}]"
